x,y,z,ax,ay,az,aw,s,ss
1753.31,1143.04,0.0,-0.0,0.0,0.031785817250730514,-0.999494703248448,854.8983951388491,0.8920201791438167
1753.75,1143.01,0.0,-0.0,0.0,0.031785817250730514,-0.999494703248448,855.3394166802732,0.44102154142405153
1755.07,1142.93,0.0,-0.0,0.0,0.0317160394496095,-0.9994969198760099,856.6618387006584,1.3224220203852552
1755.95,1142.87,0.0,-0.0,0.0,0.0317160394496095,-0.9994969198760099,857.5438817835065,0.8820430828481185
1756.4,1142.85,0.0,-0.0,0.0,0.0317160394496095,-0.9994969198760099,857.9943260086889,0.4504442251822529
1757.28,1142.79,0.0,-0.0,0.0,0.031785817250730514,-0.999494703248448,858.8763690915367,0.8820430828478762
1758.6,1142.7,0.0,-0.0,0.0,0.0317160394496095,-0.9994969198760099,860.1994337158087,1.3230646242719277
1759.48,1142.65,0.0,-0.0,0.0,0.0317160394496095,-0.9994969198760099,861.0808530257856,0.8814193099769188
1759.92,1142.62,0.0,-0.0,0.0,0.0317160394496095,-0.9994969198760099,861.5218745672097,0.44102154142406697
1760.81,1142.57,0.0,-0.0,0.0,0.0317160394496095,-0.9994969198760099,862.4132779551322,0.8914033879225324
1761.69,1142.51,0.0,-0.0,0.0,0.031785817250730514,-0.999494703248448,863.2953210379803,0.8820430828481031
1762.57,1142.45,0.0,-0.0,0.0,0.0317160394496095,-0.9994969198760099,864.1773641208282,0.8820430828478762
1763.45,1142.4,0.0,-0.0,0.0,0.0328847997114949,-0.9994591487139106,865.0587834308051,0.8814193099769188
1763.89,1142.37,0.0,-0.0,0.0,0.03281502438986446,-0.9994614420648216,865.4998049722292,0.44102154142406697
1765.21,1142.28,0.0,-0.0,0.0,0.03289352199023334,-0.9994588616902038,866.8228695965012,1.3230646242719277
1766.1,1142.22,0.0,-0.0,0.0,0.03289352199023334,-0.9994588616902038,867.714889775645,0.8920201791438167
1766.54,1142.19,0.0,-0.0,0.0,0.0329632971315288,-0.9994565628591462,868.1559113170691,0.44102154142405153
1767.42,1142.13,0.0,-0.0,0.0,0.03281502438986446,-0.9994614420648216,869.0379543999172,0.8820430828481031
1768.74,1142.05,0.0,-0.0,0.0,0.0328847997114949,-0.9994591487139106,870.3603764203025,1.322422020385269
1769.62,1141.99,0.0,-0.0,0.0,0.03289352199023334,-0.9994588616902038,871.2424195031504,0.8820430828478762
1770.06,1141.96,0.0,-0.0,0.0,0.03289352199023334,-0.9994588616902038,871.6834410445745,0.44102154142405153
1770.5,1141.93,0.0,-0.0,0.0,0.0328847997114949,-0.9994591487139106,872.1244625859986,0.44102154142405153
1771.83,1141.85,0.0,-0.0,0.0,0.03289352199023334,-0.9994588616902038,873.4568664286828,1.3324038426842784
1772.71,1141.79,0.0,-0.0,0.0,0.03289352199023334,-0.9994588616902038,874.3389095115309,0.8820430828481031
1773.15,1141.76,0.0,-0.0,0.0,0.03289352199023334,-0.9994588616902038,874.779931052955,0.44102154142405153
1774.03,1141.7,0.0,-0.0,0.0,0.03233531361776401,-0.9994770770224002,875.6619741358029,0.8820430828478762
1775.35,1141.62,0.0,-0.0,0.0,0.031785817250730514,-0.999494703248448,876.9843961561882,1.322422020385269
1775.79,1141.59,0.0,-0.0,0.0,0.031785817250730514,-0.999494703248448,877.4254176976123,0.44102154142405153
1776.67,1141.53,0.0,-0.0,0.0,0.0317160394496095,-0.9994969198760099,878.3074607804604,0.8820430828481031
1777.11,1141.5,0.0,-0.0,0.0,0.031785817250730514,-0.999494703248448,878.7484823218842,0.44102154142382466
1778.43,1141.42,0.0,-0.0,0.0,0.0317160394496095,-0.9994969198760099,880.0709043422697,1.3224220203854822
1779.32,1141.36,0.0,-0.0,0.0,0.0316462614939091,-0.9994991316321686,880.9629245214136,0.8920201791438319
1779.76,1141.34,0.0,-0.0,0.0,0.0317160394496095,-0.9994969198760099,881.4033788323245,0.4404543109109585
1780.64,1141.28,0.0,-0.0,0.0,0.030617016163820017,-0.9995311892688614,882.2854219151726,0.8820430828481031
1781.52,1141.23,0.0,-0.0,0.0,0.03067807396865039,-0.9995293171175991,883.1668412251493,0.8814193099766917
1782.4,1141.17,0.0,-0.0,0.0,0.030547235818348742,-0.999533324298824,884.0488843079974,0.8820430828481031
1783.29,1141.12,0.0,-0.0,0.0,0.029988986224041742,-0.9995502292057434,884.9402876959199,0.8914033879225451
1783.73,1141.09,0.0,-0.0,0.0,0.029439450493856264,-0.9995665654445529,885.381309237344,0.44102154142405153
1784.61,1141.04,0.0,-0.0,0.0,0.029439450493856264,-0.9995665654445529,886.2627285473206,0.8814193099766917
1785.93,1140.96,0.0,-0.0,0.0,0.029509233162690794,-0.9995645077523261,887.5851505677061,1.3224220203854822
1786.82,1140.91,0.0,-0.0,0.0,0.029509233162690794,-0.9995645077523261,888.4765539556287,0.8914033879225324
1787.26,1140.88,0.0,-0.0,0.0,0.029500510461890467,-0.99956476522659,888.9175754970528,0.44102154142405153
1788.14,1140.83,0.0,-0.0,0.0,0.029439450493856264,-0.9995665654445529,889.7989948070297,0.8814193099769316
1788.58,1140.81,0.0,-0.0,0.0,0.029509233162690794,-0.9995645077523261,890.2394491179404,0.44045431091073134
1789.9,1140.73,0.0,-0.0,0.0,0.029474341846230236,-0.9995655372074067,891.5618711383258,1.3224220203854822
1790.78,1140.68,0.0,-0.0,0.0,0.028331629009083575,-0.9995985788293678,892.4432904483025,0.8814193099766917
1791.22,1140.65,0.0,-0.0,0.0,0.027747173404836813,-0.9996149730611491,892.8843119897266,0.44102154142405153
1792.11,1140.61,0.0,-0.0,0.0,0.02728483653309913,-0.9996276995438662,893.7752104126682,0.8908984229415767
1793.42,1140.53,0.0,-0.0,0.0,0.02615077757990986,-0.9996580099373816,895.0876508875091,1.3124404748408367
1793.87,1140.51,0.0,-0.0,0.0,0.026063540824721503,-0.9996602882177915,895.5380951126912,0.45044422518202576
1794.75,1140.47,0.0,-0.0,0.0,0.025016684470605854,-0.9996870337751201,896.4190037345131,0.880908621821917
1795.19,1140.44,0.0,-0.0,0.0,0.024894549520229903,-0.9996900826777191,896.8600252759372,0.44102154142405153
1796.07,1140.4,0.0,-0.0,0.0,0.023838939087124127,-0.9997158121102219,897.740933897759,0.8809086218216898
1796.95,1140.36,0.0,-0.0,0.0,0.022102795034559766,-0.9997557033854122,898.6218425195809,0.8809086218219273
1797.84,1140.32,0.0,-0.0,0.0,0.01973839217186219,-0.999805178959616,899.5127409425224,0.8908984229415665
1798.28,1140.31,0.0,-0.0,0.0,0.019275967684318603,-0.9998142012743333,899.9528545642158,0.4401136216933621
1799.16,1140.27,0.0,-0.0,0.0,0.017461131677369793,-0.9998475428186767,900.8337631860378,0.880908621821917
1800.49,1140.23,0.0,-0.0,0.0,0.015323390854951243,-0.9998825899537938,902.164364553841,1.3306013678032214
1800.93,1140.22,0.0,-0.0,0.0,0.014721320310535505,-0.9998916354927241,902.6044781755344,0.4401136216933621
1801.37,1140.2,0.0,-0.0,0.0,0.01411051879793261,-0.9999004416736964,903.0449324864451,0.44045431091073134
1802.26,1140.18,0.0,-0.0,0.0,0.01252241029191867,-0.9999215915462977,903.9351571771834,0.8902246907383424
1802.7,1140.17,0.0,-0.0,0.0,0.011929042650453709,-0.9999288464393072,904.3752707988768,0.4401136216933621
1804.03,1140.14,0.0,-0.0,0.0,0.010236177324737018,-0.999947608964478,905.7056091017156,1.3303383028387197
1804.91,1140.12,0.0,-0.0,0.0,0.009066861357145621,-0.9999588951677615,906.5858363451023,0.8802272433867293
1805.35,1140.12,0.0,-0.0,0.0,0.00849092455981689,-0.9999639514503108,907.0258363451021,0.4399999999998272
1805.79,1140.11,0.0,-0.0,0.0,0.007339043706136229,-0.9999730688560965,907.4659499667955,0.4401136216933621
1807.11,1140.09,0.0,-0.0,0.0,0.004022973238204139,-0.9999919078104206,908.7861014732522,1.320151506456676
1807.99,1140.09,0.0,-0.0,0.0,0.0028274298225315214,-0.9999960028123106,909.6661014732523,0.8800000000001091
1808.44,1140.09,0.0,-0.0,0.0,0.0017278752300148104,-0.9999985072224805,910.1161014732523,0.4500000000000455
1808.88,1140.08,0.0,-0.0,0.0,0.0005585055607574675,-0.9999998440357571,910.5562150949457,0.4401136216933621
1809.76,1140.09,0.0,0.0,0.0,0.0017338528432675542,0.9999984968760293,911.4362719112933,0.8800568163475536
1810.64,1140.09,0.0,0.0,0.0,0.003952724130515515,0.99999218795546,912.3162719112934,0.8800000000001091
1811.52,1140.1,0.0,0.0,0.0,0.005674436372480193,0.9999839002563264,913.1963287276409,0.8800568163475536
1811.96,1140.1,0.0,0.0,0.0,0.0062417455651918715,0.9999805201164168,913.636328727641,0.44000000000005457
1812.4,1140.11,0.0,0.0,0.0,0.006773099803073074,0.9999770622964597,914.0764423493343,0.4401136216933621
1813.73,1140.13,0.0,0.0,0.0,0.009606057193573424,0.9999538607681825,915.406592716774,1.3301503674396422
1814.61,1140.15,0.0,0.0,0.0,0.01135984196209875,0.9999354749135547,916.2868199601604,0.8802272433864968
1815.05,1140.16,0.0,0.0,0.0,0.012467523767191667,0.9999222774051564,916.7269335818538,0.4401136216933621
1815.49,1140.17,0.0,0.0,0.0,0.014211912169851936,0.9998990056763115,917.1670472035472,0.4401136216933621
1816.38,1140.2,0.0,0.0,0.0,0.01585922929866168,0.9998742345145476,918.057552677983,0.8905054744358265
1817.26,1140.23,0.0,0.0,0.0,0.01756958732725851,0.9998456428875159,918.9380638931301,0.8805112151470816
1818.14,1140.26,0.0,0.0,0.0,0.018713985818473326,0.9998248780335415,919.8185751082774,0.8805112151473088
1818.58,1140.28,0.0,0.0,0.0,0.01920398617617977,0.9998155864532945,920.2590294191881,0.44045431091073134
1819.46,1140.31,0.0,0.0,0.0,0.020424865978913215,0.9997913906659446,921.1395406343354,0.8805112151473088
1820.79,1140.37,0.0,0.0,0.0,0.02270626551862409,0.9997421795173983,922.4708933299047,1.3313526955693595
1821.23,1140.39,0.0,0.0,0.0,0.02317912524111638,0.9997313279842023,922.9113476408156,0.4404543109109688
1821.67,1140.41,0.0,0.0,0.0,0.023756321141690757,0.9997177787784975,923.3518019517265,0.4404543109109585
1822.56,1140.45,0.0,0.0,0.0,0.024886698163694522,0.9996902781634466,924.2427003746681,0.8908984229415665
1823.0,1140.47,0.0,0.0,0.0,0.025567508880783477,0.9996730978122954,924.683154685579,0.4404543109109585
1824.32,1140.55,0.0,0.0,0.0,0.027848974029843432,0.9996121421058696,926.0055767059642,1.3224220203852552
1824.76,1140.57,0.0,0.0,0.0,0.02889086507506021,0.9995825718344706,926.4460310168752,0.4404543109109585
1825.64,1140.62,0.0,0.0,0.0,0.030022743242379267,0.999549215840922,927.327450326852,0.8814193099769188
1826.09,1140.65,0.0,0.0,0.0,0.03061265502424311,0.9995313228470465,927.778449218203,0.45099889135101906
1827.41,1140.73,0.0,0.0,0.0,0.03288663148039572,0.9994590884422797,929.1008712385885,1.3224220203854822
1827.85,1140.76,0.0,0.0,0.0,0.03351730735289866,0.9994381372090078,929.5418927800124,0.44102154142382466
1828.73,1140.82,0.0,0.0,0.0,0.034577939453984685,0.999402004252101,930.4239358628605,0.8820430828481031
1829.17,1140.85,0.0,0.0,0.0,0.0357196387534968,0.9993618500860034,930.8649574042846,0.44102154142405153
1830.05,1140.92,0.0,0.0,0.0,0.03697343959950234,0.9993162486241189,931.7477371050027,0.8827797007180301
1830.93,1140.98,0.0,0.0,0.0,0.037841917992706725,0.9992837381057661,932.6297801878508,0.8820430828481031
1831.81,1141.05,0.0,0.0,0.0,0.039160321295401375,0.9992329404278268,933.5125598885688,0.8827797007180122
1832.25,1141.09,0.0,0.0,0.0,0.03914000379899515,0.9992337364714097,933.9543743292563,0.44181444068754144
1832.69,1141.12,0.0,0.0,0.0,0.03918866112461092,0.9992318293765768,934.3953958706804,0.44102154142405153
1834.01,1141.23,0.0,0.0,0.0,0.04028752438873617,0.9991881281213398,935.7199712743476,1.3245754036670996
1834.89,1141.3,0.0,0.0,0.0,0.04141458901724427,0.9991420478673354,936.6027509750659,0.8827797007182387
1835.33,1141.34,0.0,0.0,0.0,0.042585630577244585,0.9990928205468892,937.0445654157531,0.441814440687315
1835.77,1141.37,0.0,0.0,0.0,0.043184163687472944,0.9990671288790426,937.4855869571772,0.44102154142405153
1836.65,1141.45,0.0,0.0,0.0,0.04473914337510896,0.9989987032274174,938.3692158385523,0.8836288813751035
1837.53,1141.53,0.0,0.0,0.0,0.04549575773306058,0.9989645319170719,939.2528447199272,0.8836288813748565
1838.41,1141.61,0.0,0.0,0.0,0.04655945452160327,0.9989155205494861,940.1364736013023,0.8836288813750829
1838.85,1141.65,0.0,0.0,0.0,0.04716860253149588,0.9988869420185779,940.5782880419897,0.4418144406873356
1839.29,1141.69,0.0,0.0,0.0,0.047555543640998,0.9988685950959761,941.0201024826772,0.44181444068754144
1840.17,1141.78,0.0,0.0,0.0,0.048829896784097826,0.9988071090956724,941.904692783325,0.8845903006478069
1841.05,1141.87,0.0,0.0,0.0,0.04932549595349856,0.998782756884069,942.7892830839726,0.8845903006475807
1841.93,1141.95,0.0,0.0,0.0,0.05054239027326386,0.9987219166442004,943.6729119653477,0.8836288813751035
1842.37,1142.0,0.0,0.0,0.0,0.05047963862788018,0.9987250903446847,944.1157437618572,0.4428317965095137
1843.25,1142.09,0.0,0.0,0.0,0.05004019721274683,0.9987472045832766,945.000334062505,0.8845903006478069
1843.68,1142.13,0.0,0.0,0.0,0.04986108849609041,0.9987561623609563,945.4321905201389,0.43185645763386477
1845.0,1142.26,0.0,0.0,0.0,0.05102931885724649,0.9986971556067262,946.7585765876169,1.326386067478018
1845.44,1142.31,0.0,0.0,0.0,0.05163580550936188,0.9986659819926778,947.2014083841266,0.44283179650973964
1845.88,1142.36,0.0,0.0,0.0,0.051647570739778874,0.998665373604532,947.6442401806363,0.44283179650973964
1846.76,1142.44,0.0,0.0,0.0,0.05114915350954321,0.9986910253402987,948.5278690620112,0.8836288813748772
1847.2,1142.49,0.0,0.0,0.0,0.05159074889338121,0.9986683106160024,948.9707008585209,0.44283179650973964
1848.52,1142.63,0.0,0.0,0.0,0.05268811348556848,0.9986110167113779,950.2981043390045,1.3274034804835566
1848.96,1142.67,0.0,0.0,0.0,0.053178037722956276,0.998585047106122,950.739918779692,0.44181444068754144
1849.4,1142.72,0.0,0.0,0.0,0.053178037722956276,0.998585047106122,951.1827505762017,0.44283179650973964
1849.84,1142.77,0.0,0.0,0.0,0.053295244678551144,0.9985787985405324,951.6255823727112,0.4428317965095137
1850.72,1142.86,0.0,0.0,0.0,0.053178037722956276,0.998585047106122,952.510172673359,0.8845903006478069
1851.6,1142.96,0.0,0.0,0.0,0.05390357609501007,0.9985461453954791,953.3958362663783,0.8856635930192791
1852.47,1143.05,0.0,0.0,0.0,0.05520008025196002,0.9984753132352232,954.2704790506052,0.8746427842269042
1852.91,1143.1,0.0,0.0,0.0,0.055566298254703314,0.9984549997362272,954.7133108471149,0.44283179650973964
1853.35,1143.15,0.0,0.0,0.0,0.05617647069892178,0.9984208552207897,955.1561426436244,0.4428317965095394
1854.23,1143.25,0.0,0.0,0.0,0.05720316490429104,0.9983625583548957,956.0418062366439,0.8856635930194793
1855.11,1143.35,0.0,0.0,0.0,0.058568424400297706,0.99828339646779,956.9274698296631,0.8856635930192533
1855.54,1143.4,0.0,0.0,0.0,0.0591176860560827,0.9982510201323986,957.3603670461015,0.4328972164383515
1855.98,1143.46,0.0,0.0,0.0,0.05973278559273095,0.9982144029843152,957.804439112325,0.444072066223537
1856.86,1143.56,0.0,0.0,0.0,0.060141503703839694,0.9981898614653633,958.6901027053442,0.8856635930192533
1857.3,1143.62,0.0,0.0,0.0,0.060900636778095214,0.9981438335430534,959.1341747715677,0.444072066223537
1858.17,1143.72,0.0,0.0,0.0,0.0619307017758125,0.9980804517560472,960.0099030399251,0.8757282683573901
1859.05,1143.83,0.0,0.0,0.0,0.06233309387530847,0.9980554019732231,960.8967513922378,0.8868483523127108
1859.49,1143.89,0.0,0.0,0.0,0.06240172600564727,0.9980511132159094,961.3408234584614,0.44407206622356776
1859.92,1143.94,0.0,0.0,0.0,0.06302723994829115,0.9980118070566603,961.7737206748997,0.43289721643832524
1860.8,1144.06,0.0,0.0,0.0,0.06440420631776214,0.9979238939962201,962.6618648073465,0.8881441324468488
1862.11,1144.23,0.0,0.0,0.0,0.06661000458575024,0.9977790874181952,963.9828492887088,1.320984481362246
1862.55,1144.29,0.0,0.0,0.0,0.06698719857692036,0.9977538349847703,964.4269213549323,0.444072066223537
1862.99,1144.35,0.0,0.0,0.0,0.06707017649296809,0.9977482605473197,964.8709934211558,0.444072066223537
1863.42,1144.41,0.0,0.0,0.0,0.06763281185738612,0.9977102799712266,965.3051592880778,0.4341658669219351
1863.86,1144.47,0.0,0.0,0.0,0.06855124911323827,0.9976475962207371,965.7492313543011,0.44407206622331175
1865.17,1144.65,0.0,0.0,0.0,0.0708002114445613,0.9974905162754207,967.0715399415833,1.3223085872822862
1865.61,1144.71,0.0,0.0,0.0,0.0715116323403108,0.9974397658204851,967.5156120078066,0.44407206622331175
1866.05,1144.78,0.0,0.0,0.0,0.07213676138303222,0.9973947501652329,967.9611453960056,0.44553338819895316
1866.49,1144.84,0.0,0.0,0.0,0.07329703069172697,0.9973101550128606,968.4052174622291,0.444072066223537
1866.92,1144.9,0.0,0.0,0.0,0.07448052331258555,0.9972224684828774,968.839383329151,0.4341658669219351
1867.8,1145.04,0.0,0.0,0.0,0.07617555686502009,0.9970944210737036,969.7304501055487,0.8910667763976818
1868.67,1145.17,0.0,0.0,0.0,0.07764024936908603,0.9969814399866761,970.6101091303988,0.8796590248501029
1869.11,1145.24,0.0,0.0,0.0,0.07843430143264367,0.9969192847762417,971.0556425185976,0.4455333881987286
1869.54,1145.31,0.0,0.0,0.0,0.07906562736756477,0.996869412996995,971.4913029368134,0.4356604182158919
1869.98,1145.38,0.0,0.0,0.0,0.07959949370397437,0.9968269261020546,971.9368363250125,0.44553338819898886
1870.85,1145.52,0.0,0.0,0.0,0.08115459552721056,0.9967015258465369,972.8180286990147,0.8811923740022801
1871.72,1145.67,0.0,0.0,0.0,0.08267158196926642,0.9965768457749251,973.7008650371886,0.8828363381738616
1872.16,1145.74,0.0,0.0,0.0,0.08294291822479989,0.9965542997330121,974.1463984253876,0.44553338819895316
1873.03,1145.88,0.0,0.0,0.0,0.08366975599706991,0.9964935383289701,975.0275907993899,0.8811923740023163
1873.46,1145.96,0.0,0.0,0.0,0.08453567663279124,0.9964204531101497,975.4649693539626,0.43737855457263003
1873.9,1146.03,0.0,0.0,0.0,0.08517094600071509,0.9963663532844449,975.9105027421615,0.44553338819895316
1874.34,1146.11,0.0,0.0,0.0,0.08581896152812625,0.9963107476295907,976.3577163376613,0.4472135954997749
1875.64,1146.34,0.0,0.0,0.0,0.08761040050121026,0.99615481614256,977.6779057180156,1.3201893803543798
1876.08,1146.41,0.0,0.0,0.0,0.08763821833932599,0.9961523692118132,978.1234391062144,0.4455333881987643
1876.51,1146.49,0.0,0.0,0.0,0.08827801015793306,0.9960958753667017,978.560817660787,0.43737855457263003
1876.94,1146.57,0.0,0.0,0.0,0.08920720798691167,0.9960130892930975,978.9981962153597,0.43737855457263003
1877.81,1146.73,0.0,0.0,0.0,0.09008678869810773,0.9959339187426355,979.8827865160073,0.884590300647614
1878.68,1146.89,0.0,0.0,0.0,0.09211164207993298,0.9957486858607137,980.7673768166551,0.8845903006478377
1879.12,1146.97,0.0,0.0,0.0,0.09293711725861493,0.9956719802403091,981.2145904121548,0.4472135954997749
1879.55,1147.05,0.0,0.0,0.0,0.09315955019866813,0.9956511930424138,981.6519689667275,0.43737855457263003
1879.98,1147.13,0.0,0.0,0.0,0.09319430489005764,0.9956479405573332,982.0893475213002,0.4373785545726716
1880.85,1147.3,0.0,0.0,0.0,0.09346625672102891,0.9956224479462878,982.9758011297872,0.8864536084870756
1881.29,1147.38,0.0,0.0,0.0,0.09422733709846308,0.99555070636474,983.4230147252872,0.4472135955000393
1882.15,1147.55,0.0,0.0,0.0,0.0952081459420779,0.9954573868058201,984.299656043045,0.8766413177578196
1883.02,1147.71,0.0,0.0,0.0,0.0955269541503884,0.9954268436358091,985.1842463436926,0.884590300647614
1883.45,1147.8,0.0,0.0,0.0,0.0955269541503884,0.9954268436358091,985.6235639964225,0.43931765272982143
1883.88,1147.88,0.0,0.0,0.0,0.09618538795264026,0.9953634367126412,986.0609425509952,0.4373785545726716
1884.32,1147.97,0.0,0.0,0.0,0.09710781928683673,0.995273867552723,986.5100527824527,0.44911023145752665
1885.19,1148.14,0.0,0.0,0.0,0.09862938782245885,0.9951242353886106,987.3965063909401,0.8864536084873424
1885.62,1148.22,0.0,0.0,0.0,0.09955941140395472,0.9950316193975436,987.8338849455125,0.4373785545724065
1886.05,1148.31,0.0,0.0,0.0,0.09966795194504655,0.9950207532283334,988.2732025982424,0.43931765272982143
1886.48,1148.4,0.0,0.0,0.0,0.10020803191378866,0.9949665071448209,988.7125202509723,0.43931765272986806
1887.35,1148.58,0.0,0.0,0.0,0.1021597134335723,0.994768009613885,989.6009458246698,0.8884255736975107
1887.78,1148.67,0.0,0.0,0.0,0.10308072237696507,0.9946729938398061,990.0402634773997,0.43931765272986806
1888.65,1148.85,0.0,0.0,0.0,0.10469509556460936,0.9945043674940384,990.9286890510974,0.8884255736977335
1889.08,1148.94,0.0,0.0,0.0,0.10489123186646321,0.9944836999556784,991.3680067038271,0.4393176527296455
1889.51,1149.04,0.0,0.0,0.0,0.10492421013137952,0.9944802210845152,991.80948150492,0.4414748010929237
1890.38,1149.22,0.0,0.0,0.0,0.10529998065748457,0.9944405030335065,992.6979070786177,0.8884255736977795
1890.81,1149.31,0.0,0.0,0.0,0.10606796373243181,0.9943588824311148,993.1372247313474,0.4393176527295989
1891.24,1149.4,0.0,0.0,0.0,0.10685497229216502,0.9942746174455228,993.5765423840772,0.43931765272986806
1892.1,1149.59,0.0,0.0,0.0,0.10779894707035224,0.9941727148793229,994.4572807107099,0.8807383266326965
1892.96,1149.78,0.0,0.0,0.0,0.1081676608600398,0.99413266576653,995.3380190373429,0.8807383266329675
1893.39,1149.88,0.0,0.0,0.0,0.10937433515223167,0.9940006311919561,995.7794938384359,0.4414748010929752
1893.83,1149.97,0.0,0.0,0.0,0.10954608450212348,0.9939817178249576,996.2286040698934,0.44911023145752665
1894.26,1150.07,0.0,0.0,0.0,0.1102556000928859,0.9939032662428259,996.6700788709863,0.4414748010929237
1894.68,1150.17,0.0,0.0,0.0,0.11153570836124017,0.9937604267429633,997.1018195338848,0.43174066289856045
1895.98,1150.46,0.0,0.0,0.0,0.11176118257411025,0.9937350945144467,998.4337729865249,1.3319534526400916
1896.41,1150.56,0.0,0.0,0.0,0.11176118257411025,0.9937350945144467,998.8752477876178,0.4414748010929237
1896.84,1150.66,0.0,0.0,0.0,0.11182795655017115,0.9937275824559832,999.3167225887106,0.4414748010927538
1897.27,1150.76,0.0,0.0,0.0,0.11261012803268353,0.9936392499617065,999.7581973898035,0.4414748010929237
1897.7,1150.85,0.0,0.0,0.0,0.11288499876647468,0.9936080600787682,1000.1975150425334,0.43931765272982143
1898.13,1150.95,0.0,0.0,0.0,0.11263874270974118,0.9936360066144789,1000.6389898436264,0.4414748010929752
1899.42,1151.25,0.0,0.0,0.0,0.11289973922770562,0.9936063852866064,1001.963414246905,1.3244244032786012
1899.85,1151.35,0.0,0.0,0.0,0.11302373153240754,0.9935922886730202,1002.4048890479977,0.44147480109270226
1900.28,1151.45,0.0,0.0,0.0,0.11263874270974118,0.9936360066144789,1002.8463638490907,0.4414748010929752
1900.71,1151.55,0.0,0.0,0.0,0.11289973922770562,0.9936063852866064,1003.2878386501836,0.4414748010929237
1901.14,1151.65,0.0,0.0,0.0,0.11314685503097392,0.9935782753243952,1003.7293134512767,0.4414748010929752
1901.57,1151.74,0.0,0.0,0.0,0.11288499876647468,0.9936080600787682,1004.1686311040063,0.4393176527295989
1902.43,1151.94,0.0,0.0,0.0,0.11422020982430617,0.993455456307776,1005.0515807061922,0.8829496021858989
1903.29,1152.14,0.0,0.0,0.0,0.11469788793512696,0.9934004200236786,1005.9345303083779,0.8829496021856775
1903.72,1152.24,0.0,0.0,0.0,0.11422020982430617,0.993455456307776,1006.3760051094708,0.4414748010929237
1904.15,1152.35,0.0,0.0,0.0,0.11498222820847594,0.993367548894272,1006.8198519298943,0.4438468204234798
1904.59,1152.45,0.0,0.0,0.0,0.11616023250886219,0.9932304870388782,1007.2710724968013,0.45122056690700085
1905.01,1152.55,0.0,0.0,0.0,0.11642892297542785,0.9931990263259333,1007.7028131596998,0.43174066289850777
1905.88,1152.75,0.0,0.0,0.0,0.11756512913703535,0.9930651743017637,1008.5955057159588,0.8926925562589978
1906.3,1152.86,0.0,0.0,0.0,0.1176266583854278,0.9930578881601404,1009.0296715828805,0.4341658669216733
1906.73,1152.96,0.0,0.0,0.0,0.11777571341029966,0.9930402214063109,1009.4711463839735,0.4414748010929752
1907.16,1153.06,0.0,0.0,0.0,0.11863359448349182,0.9929380999135476,1009.9126211850664,0.4414748010929237
1908.02,1153.27,0.0,0.0,0.0,0.12029970994205284,0.9927376188036081,1010.7978895059725,0.8852683209060648
1908.45,1153.38,0.0,0.0,0.0,0.12043052426619823,0.9927217580092463,1011.2417363263961,0.4438468204235361
1909.31,1153.59,0.0,0.0,0.0,0.12136435641088317,0.9926080258556104,1012.1270046473021,0.8852683209060108
1909.74,1153.7,0.0,0.0,0.0,0.12149601988403182,0.9925919187422084,1012.5708514677257,0.4438468204235361
1910.17,1153.8,0.0,0.0,0.0,0.12164500487444706,0.9925736712149359,1013.0123262688186,0.4414748010929237
1910.6,1153.91,0.0,0.0,0.0,0.12242799719301309,0.9924773979810864,1013.4561730892419,0.44384682042331586
1911.03,1154.02,0.0,0.0,0.0,0.12322650161686921,0.9923785715639308,1013.9000199096654,0.4438468204234798
1911.45,1154.13,0.0,0.0,0.0,0.12344386812012943,0.9923515563667646,1014.3341857765873,0.43416586692195086
1911.88,1154.23,0.0,0.0,0.0,0.12355644603712557,0.9923375457185296,1014.7756605776802,0.4414748010929237
1912.74,1154.45,0.0,0.0,0.0,0.1251773909950235,0.9921343763743291,1015.663354218527,0.8876936408467957
1913.17,1154.56,0.0,0.0,0.0,0.12531332051361316,0.9921172167147653,1016.1072010389505,0.4438468204234798
1913.59,1154.67,0.0,0.0,0.0,0.12545011343596113,0.9920999289582196,1016.5413669058722,0.43416586692173087
1914.02,1154.78,0.0,0.0,0.0,0.12557218616581325,0.9920844853446396,1016.9852137262957,0.4438468204234798
1914.45,1154.89,0.0,0.0,0.0,0.12570897457266655,0.9920671618957502,1017.4290605467193,0.4438468204235361
1915.3,1155.11,0.0,0.0,0.0,0.12736929070762829,0.9918553643473608,1018.3070696582892,0.8780091115698956
1916.16,1155.34,0.0,0.0,0.0,0.12896088549819673,0.9916496810928348,1019.1972943490275,0.8902246907383705
1916.58,1155.45,0.0,0.0,0.0,0.12910107536066534,0.9916314397702,1019.6314602159492,0.43416586692173087
1917.01,1155.56,0.0,0.0,0.0,0.12983832774840784,0.9915351777155952,1020.0753070363727,0.4438468204234798
1917.44,1155.68,0.0,0.0,0.0,0.13118371458248038,0.9913580750810185,1020.5217373220838,0.4464302857110874
1917.86,1155.79,0.0,0.0,0.0,0.13195795969718313,0.9912553136667448,1020.9559031890055,0.4341658669216733
1918.29,1155.91,0.0,0.0,0.0,0.13279353504243271,0.9911437216927392,1021.4023334747167,0.4464302857110874
1918.72,1156.03,0.0,0.0,0.0,0.13362815114625134,0.9910315419910884,1021.8487637604277,0.4464302857110263
1919.57,1156.26,0.0,0.0,0.0,0.13525818954701813,0.9908103865828531,1022.7293317589376,0.8805679985099696
